,bphP_light_mean_rpm,wt_light_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_00760,55.32211788686178,49.40141505377793,0.1633040174412999,0.39780984124666535,cds-ABJ15021.1,PA14_00760,hypothetical protein
gene-PA14_00770,24.38588928060508,21.232821267307916,0.19975049490295588,0.23288614896223087,cds-ABJ15022.1,PA14_00770,putative phosphatase
gene-PA14_00780,40.86763691944498,35.89782583988875,0.1870623499679925,0.6554518102891457,cds-ABJ15023.1,PA14_00780,putative carbonic anhydrases
gene-PA14_00790,509.90066344615644,453.32661846600917,0.16966533870727907,0.45612060766475454,cds-ABJ15024.1,prlC,oligopeptidase A
gene-PA14_00800,74.01798506897958,80.74754536979421,-0.12554253950917596,0.5620562818711914,cds-ABJ15025.1,PA14_00800,putative nucleic-acid-binding protein
gene-PA14_00810,16.34412499595332,18.327855224133952,-0.16526581402372018,0.24179548248411756,cds-ABJ15026.1,PA14_00810,putative DNA repair photolyase
gene-PA14_00820,210.49631270160293,167.96442199953682,0.32563928397153513,0.43932037284203107,cds-ABJ15027.1,PA14_00820,conserved hypothetical protein
gene-PA14_00830,56.84820693561803,48.995416697111665,0.21446804288090032,0.4120035876899534,cds-ABJ15028.1,PA14_00830,conserved hypothetical protein
gene-PA14_00850,9.04202421739639,6.189708591586753,0.546774207403124,0.4837864463682516,cds-ABJ15029.1,PA14_00850,putative permease
gene-PA14_00860,8.037736420384526,5.054254965375727,0.6692907024628646,0.7649480024834903,cds-ABJ15030.1,PA14_00860,putative ATP-binding component of ABC transporter
gene-PA14_00875,64.02551331124916,43.54928615893368,0.5559978312042367,0.8907284879086803,cds-ABJ15671.1,ppkA,serine/threonine protein kinase PpkA
gene-PA14_00890,16.06086430460227,10.30988459330238,0.6395212913969034,0.9737117782759662,cds-ABJ15031.1,PA14_00890,putative serine/threonine phosphoprotein phosphatase
gene-PA14_00900,15.96602006723787,11.718765952365155,0.44618403741371654,0.5734185417757259,cds-ABJ15032.1,PA14_00900,conserved hypothetical protein
gene-PA14_00910,63.17941805299267,46.14326940261862,0.45333441141409564,0.6492749304228421,cds-ABJ15033.1,PA14_00910,conserved hypothetical protein
gene-PA14_00925,30.623575461332376,23.296839944239327,0.3945084412473499,0.5106567701650316,cds-ABJ15641.1,PA14_00925,hypothetical protein
gene-PA14_00940,32.44938233803445,26.901752027593886,0.27049087268246225,0.27340149167591005,cds-ABJ15034.1,PA14_00940,conserved hypothetical protein
gene-PA14_00960,11.64430049408081,7.776777679338861,0.5823795034511925,0.8039996351570706,cds-ABJ15035.1,PA14_00960,putative lipoprotein
gene-PA14_00970,16.59688402294991,14.837971724761372,0.16161850042580764,0.3926631533426952,cds-ABJ15036.1,PA14_00970,conserved hypothetical protein
gene-PA14_00980,42.16771973885667,35.92340961906963,0.23121471380887545,0.41691368841133813,cds-ABJ15037.1,PA14_00980,conserved hypothetical protein
gene-PA14_00990,18.1548947081366,18.290951938823326,-0.010771597288088366,0.009217607694479386,cds-ABJ15038.1,PA14_00990,conserved hypothetical protein
gene-PA14_01010,79.50516150894062,85.9171809086561,-0.11189813140811378,0.2063670354271917,cds-ABJ15039.1,PA14_01010,conserved hypothetical protein
gene-PA14_01020,157.4190851922174,138.5904165969273,0.1837829597801427,0.24920782079805537,cds-ABJ15040.1,PA14_01020,conserved hypothetical protein
gene-PA14_01030,122.33812909930639,97.7047690989166,0.32437322611712704,0.5283895632166135,cds-ABJ15041.1,PA14_01030,conserved hypothetical protein
gene-PA14_01040,25.75102701918586,21.00098020762596,0.2941732910144587,0.2328976858705949,cds-ABJ15042.1,PA14_01040,putative secretion protein
gene-PA14_01060,7.721704874926817,6.413831525479807,0.26773291295375584,0.19753516341910443,cds-ABJ15043.1,PA14_01060,conserved hypothetical protein
gene-PA14_01070,28.756672725887057,24.679207559106363,0.22060067891871737,0.24757590760066564,cds-ABJ15044.1,PA14_01070,conserved hypothetical protein
gene-PA14_01080,9.753912822315753,9.623222069335558,0.01946105437394734,0.015823093385977628,cds-ABJ15045.1,PA14_01080,conserved hypothetical protein
gene-PA14_01100,116.04900350792711,91.28087637972527,0.34634958269552524,0.5682863352324622,cds-ABJ15046.1,clpB,putative ClpA/B-type chaperone
gene-PA14_01110,49.203271841647926,47.52809740592293,0.0499736012593944,0.05258917290591205,cds-ABJ15047.1,PA14_01110,hypothetical protein
gene-PA14_01120,9.60619590270179,7.609004655628276,0.3362574397936792,0.784123952614821,cds-ABJ15048.1,PA14_01120,hypothetical protein
gene-PA14_01130,20.13562591745555,17.451702770851337,0.20638249885272472,0.28897689677949795,cds-ABJ15049.1,PA14_01130,hypothetical protein
gene-PA14_01140,17.23555153015167,13.077161518012785,0.3983380058562295,0.8595048727236204,cds-ABJ15050.1,PA14_01140,conserved hypothetical protein
gene-PA14_01150,20.248915764027554,19.39326129718577,0.06228921994367764,0.12852668221930993,cds-ABJ15051.1,PA14_01150,hypothetical protein
gene-PA14_01160,75.00359814531694,74.87654731464069,0.0024458962711123235,0.010436910744069836,cds-ABJ15052.1,PA14_01160,conserved hypothetical protein
gene-PA14_01170,8.203301563768422,6.919435997205784,0.2455501785255981,0.6372111046980864,cds-ABJ15053.1,PA14_01170,conserved hypothetical protein
gene-PA14_01180,19.741097701799564,17.968505558409145,0.13573177983554227,0.19034660536441098,cds-ABJ15054.1,PA14_01180,conserved hypothetical protein
gene-PA14_01190,12.120503315354375,9.82494318472483,0.30292860758634915,0.43571176918772403,cds-ABJ15055.1,PA14_01190,Putative 3-oxoacyl-(acyl-carrier-protein) synthase
gene-PA14_01200,27.2961915835734,22.24944438986007,0.29493035410406954,0.5848457089352732,cds-ABJ15056.1,PA14_01200,hypothetical protein
gene-PA14_01220,38.4526586029689,35.13534158412192,0.13016042053352167,0.2602508908694083,cds-ABJ15057.1,PA14_01220,hypothetical protein
gene-PA14_01230,22.888893186790494,17.90233811147419,0.3544996604598855,0.6732574084221724,cds-ABJ15058.1,PA14_01230,hypothetical protein
gene-PA14_01240,99.4845638660989,140.570554188075,-0.4987498167508852,2.0750538884346943,cds-ABJ15059.1,PA14_01240,probable carbonic anhydrase
gene-PA14_01250,43.35679071033123,90.19719816002437,-1.0568246274611095,2.9841300292842416,cds-ABJ15060.1,ychM,putative sulfate transporter
gene-PA14_01270,9.012938484052642,15.382953110695595,-0.7712629630183468,1.6393332020280635,cds-ABJ15061.1,PA14_01270,conserved hypothetical protein
gene-PA14_01290,16.1021854277016,13.55787739560096,0.24812515874596927,0.5054268737641098,cds-ABJ15062.1,coxB,cytochrome c oxidase%2C subunit II
gene-PA14_01300,6.592521230793821,5.514381501354027,0.2576311822396273,0.646245181402122,cds-ABJ15063.1,coxA,cytochrome c oxidase%2C subunit I
gene-PA14_01310,1.6374262921569462,1.996367373865971,-0.28594708331544544,0.47919107617714907,cds-ABJ15064.1,coxG,putative cytochrome c oxidase assembly protein
gene-PA14_01320,4.6992771935056945,5.30604379172173,-0.17519767239345202,0.35836695375738975,cds-ABJ15065.1,coIII,cytochrome c oxidase%2C subunit III
gene-PA14_01330,49.39189400566204,33.72963075602252,0.5502577514465704,1.590411072727753,cds-ABJ15066.1,PA14_01330,conserved hypothetical protein
gene-PA14_01340,3.944259057216558,3.8602942771147775,0.03104347035684703,0.0710573449775275,cds-ABJ15067.1,PA14_01340,conserved hypothetical protein
gene-PA14_01350,1.9566130366819412,1.6539868343321105,0.24241055350181473,1.0775528100133305,cds-ABJ15068.1,PA14_01350,conserved hypothetical protein
gene-PA14_01360,1.8478148841017434,1.8977276377625716,-0.03845269432595481,0.07438818733375169,cds-ABJ15069.1,ctaA,putative cytochrome oxidase assembly protein
gene-PA14_01380,5.415188610242602,4.204046946882226,0.3652327192121093,0.28416088698697295,cds-ABJ15070.1,ctaB,putative cytochrome c oxidase assembly factor
gene-PA14_01390,261.03776817196564,227.04240123702834,0.20129680408157677,0.50390364311944,cds-ABJ15071.1,PA14_01390,putative Sco1/SenC family protein
gene-PA14_01400,33.94925852505583,37.18663771164234,-0.1314042406776259,0.8007760241391099,cds-ABJ15072.1,elaA,putative acyltransferase
gene-PA14_01410,43.25173914904702,47.02684437370461,-0.12072637911993966,0.147538330213693,cds-ABJ15073.1,PA14_01410,putative transcriptional regulator
gene-PA14_01430,8.509082711338065,7.744196351417521,0.13588806477592727,0.2508342738675595,cds-ABJ15074.1,PA14_01430,putative short chain dehydrogenase
gene-PA14_01440,14.09053200780675,15.099360104078011,-0.09976131933844722,0.44903029777367554,cds-ABJ15075.1,PA14_01440,putative 2-hydroxychromene-2-carboxylate isomerase
gene-PA14_01460,15.182388734426338,16.241289243122576,-0.09726735562579732,0.3993788441228113,cds-ABJ15076.1,dctA,putative dicarboxylate transporter
gene-PA14_01470,15.583091922077498,14.294659369033008,0.12450526276444643,0.33673297078520503,cds-ABJ15077.1,PA14_01470,putative transcriptional regulator
gene-PA14_01480,13.903280751672945,13.672505822923393,0.024147676764261473,0.045813233832515406,cds-ABJ15078.1,PA14_01480,putative transcriptional regulator
gene-PA14_01490,1700.4851854330336,1182.3466331395869,0.5242933789462778,0.67553996346834,cds-ABJ15079.1,PA14_01490,putative hemolysin
gene-PA14_01500,23.224114501901578,29.30255340320008,-0.33540278068121754,0.812123940765518,cds-ABJ15080.1,PA14_01500,putative transcriptional regulator
gene-PA14_01510,6.6700904510778125,7.405628753496633,-0.15091587835898754,0.2764074976119846,cds-ABJ15081.1,PA14_01510,putative plasmid stabilisation system protein
gene-PA14_01520,5.187299587500339,4.1081525679730975,0.3364938482791305,0.5563798967952134,cds-ABJ15082.1,PA14_01520,putative transcriptional regulator
gene-PA14_01540,58.08210756884853,36.516705904589635,0.6695371583785948,1.1968711808716204,cds-ABJ15083.1,PA14_01540,hypothetical protein
gene-PA14_01550,16.092377239337917,19.777560853681837,-0.2974870284559489,1.3018005826852197,cds-ABJ15084.1,PA14_01550,putative lipoprotein
gene-PA14_01560,63.371081159070435,52.88611019893443,0.2609357557229356,0.7105786664184197,cds-ABJ15085.1,phnA,putative alkylphosphonate uptake protein
gene-PA14_01580,243.33878877237802,186.0778898762603,0.3870596636228169,0.32249207549525144,cds-ABJ15086.1,gabP,gamma-aminobutyrate permease
gene-PA14_01600,603.4835404908657,509.746394083373,0.24353475797347468,0.24035887099136213,cds-ABJ15087.1,mmsA,putative aldehyde dehydrogenase
gene-PA14_01610,51.845072505276846,36.8128294484437,0.4939982247892899,0.3340016008852157,cds-ABJ15088.1,PA14_01610,conserved hypothetical protein
gene-PA14_01620,385.3971001779383,252.50410497213605,0.6100388721955805,0.45395487539889534,cds-ABJ15089.1,aptA,beta-alanine--pyruvate transaminase
gene-PA14_01640,17.50919140677559,18.41218940827012,-0.07254872416214603,0.19342711087082992,cds-ABJ15090.1,PA14_01640,putative transcriptional regulator%2C LysR family
gene-PA14_01660,17.25019299526613,23.127133253336932,-0.42297391905650306,1.1123324756917117,cds-ABJ15091.1,guaD,putative guanine deaminase
gene-PA14_01670,4.636080070065471,4.055946312085497,0.19286687650060735,0.24402742938930871,cds-ABJ15092.1,PA14_01670,putative ATP-binding component of ABC transporter
gene-PA14_01680,0.6925626793929491,1.101589315697425,-0.6695690309562977,0.7560740424349801,cds-ABJ15093.1,PA14_01680,putative permease of ABC transporter
gene-PA14_01690,2.4985486561171557,2.7831085210034257,-0.1556067834385223,0.20228268190305138,cds-ABJ15094.1,PA14_01690,putative permease of ABC transporter
gene-PA14_01710,1695.5679862438872,1393.271435555607,0.2832922827219795,0.9053513872538087,cds-ABJ15095.1,ahpC,alkyl hydroperoxide reductase subunit C
gene-PA14_01720,120.68051490169512,96.01187442936337,0.3299080038475571,0.8868141140626045,cds-ABJ15096.1,ahpF,alkyl hydroperoxide reductase subunit F
gene-PA14_01730,786.7044695271555,428.7226592305298,0.8757771085225345,0.9653334063967515,cds-ABJ15097.1,PA14_01730,conserved hypothetical protein
gene-PA14_01750,42.12689748042236,36.64238514382469,0.20122824866204564,0.36302861186254415,cds-ABJ15098.1,PA14_01750,putative hydrolase
gene-PA14_01760,566.0917966928129,587.1045726002131,-0.05258147536206523,0.12412885937230801,cds-ABJ15099.1,nuh,nonspecific ribonucleoside hydrolase
gene-PA14_01770,16.454961248643542,14.592308088627277,0.17331452137341963,0.3607703252803061,cds-ABJ15100.1,PA14_01770,putative nucleoside-binding outer membrane protein
gene-PA14_01780,56.202584812952004,53.41392170393351,0.07342066917287456,0.07549293927530012,cds-ABJ15101.1,PA14_01780,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01790,25.96670360701988,23.248985494943412,0.1594951090921026,0.2341312724460257,cds-ABJ15102.1,PA14_01790,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01800,2.8124267944463703,2.3184169659023106,0.2786753611904245,0.35972128769255546,cds-ABJ15103.1,PA14_01800,putative basic membrane protein (bmp)
gene-PA14_01810,19.63207033149426,19.074464793945026,0.041569742700429416,0.12027296612628093,cds-ABJ15104.1,PA14_01810,putative dioxygenase
gene-PA14_01830,75.560500263437,73.9223802777687,0.03162104108710936,0.043751171306789585,cds-ABJ15105.1,add,putative adenosine deaminase
gene-PA14_01840,3.9644563995012816,4.926817581175322,-0.31353291484375356,0.37982854063032256,cds-ABJ15106.1,PA14_01840,putative sigma-70 factor%2C ECF subfamily
gene-PA14_01860,9.630600785687154,8.437182659768103,0.1908644408645925,0.2741835507464755,cds-ABJ15107.1,PA14_01860,putative transmembrane sensor
gene-PA14_01870,11.69178175956131,12.60326401748506,-0.10830259881813444,0.10996829315715426,cds-ABJ15108.1,PA14_01870,putative TonB-dependent receptor
gene-PA14_01890,17.0781072560628,18.369158151879642,-0.10513741139366511,0.22735302787473516,cds-ABJ15109.1,pcaQ,transcriptional regulator PcaQ
gene-PA14_01900,12.710760561488568,12.718416385185003,-0.0008686886121657273,0.0008056683219027629,cds-ABJ15110.1,pcaH,protocatechuate 3%2C4-dioxygenase%2C beta subunit
gene-PA14_01910,9.416874673488204,9.26067614643982,0.02413079406875816,0.02119603376541824,cds-ABJ15111.1,pcaG,protocatechuate 3%2C4-dioxygenase%2C alpha subunit
gene-PA14_01930,38.96310112513864,34.9242142700634,0.15788084504307964,0.2649945827823356,cds-ABJ15112.1,pcaR,transcriptional regulator PcaR
gene-PA14_01940,112.72176612501625,178.86623900192708,-0.6661149779006187,3.409563607165278,cds-ABJ15113.1,PA14_01940,putative RND efflux membrane fusion protein precursor
gene-PA14_01960,83.5252169704338,132.19991486950494,-0.6624375101881723,2.212732896744542,cds-ABJ15114.1,PA14_01960,putative RND efflux membrane fusion protein precursor
gene-PA14_01970,362.60386069768884,564.1418681043289,-0.6376637239462005,2.6943776189641335,cds-ABJ15115.1,PA14_01970,putative RND efflux transporter
gene-PA14_01980,59.41265308735527,83.74291367451976,-0.4951968927555061,2.447982923752609,cds-ABJ15116.1,PA14_01980,putative transcriptional regulator%2C LysR family
gene-PA14_01990,6.238287502462817,5.826486999863728,0.09852373214540582,0.3911840409176368,cds-ABJ15117.1,PA14_01990,hypothetical protein
gene-PA14_02010,4.2042987862441885,2.1417007621623236,0.9731078993426671,1.2407948159805438,cds-ABJ15118.1,PA14_02010,hypothetical protein
gene-PA14_02020,88.03514789842662,46.322344642579196,0.9263713372395279,1.7612148569128159,cds-ABJ15119.1,PA14_02020,putative outer membrane porin
gene-PA14_02030,23.200707369789722,23.13761043758841,0.003928916163966102,0.007156390589447479,cds-ABJ15120.1,PA14_02030,putative transcriptional regulator%2C AraC family
gene-PA14_02050,41.98338829397275,42.096179435169404,-0.003870698140191751,0.008644958467457265,cds-ABJ15121.1,PA14_02050,putative gamma-glutamyltranspeptidase
gene-PA14_02060,9.643439817178205,8.803783089317383,0.13142423145031068,0.162480353859734,cds-ABJ15122.1,PA14_02060,putative outer membrane protein
gene-PA14_02070,0.3891573660907272,0.44170181244236023,-0.18271857974470657,0.12258764720675248,cds-ABJ15123.1,PA14_02070,putative xanthine/uracil permease
gene-PA14_02090,109.12273658381753,100.96063946706015,0.11215877541520886,0.1916363700123289,cds-ABJ15124.1,PA14_02090,putative transcriptional regulator%2C TetR family
gene-PA14_02100,65.68055562138203,62.50486727197029,0.07149779306390083,0.17101944095602792,cds-ABJ15125.1,PA14_02100,conserved hypothetical protein
gene-PA14_02110,43.62488597244808,39.00441051662637,0.16151408649973467,1.2336214332776356,cds-ABJ15126.1,PA14_02110,putative GGDEF domain
gene-PA14_02130,18.492905999568556,15.002211001362113,0.30179679024074024,0.4674266103575378,cds-ABJ15127.1,PA14_02130,hypothetical protein
gene-PA14_02140,23.04602904412531,17.17437971819053,0.4242601686533562,0.6418668065906853,cds-ABJ15128.1,PA14_02140,conserved hypothetical protein
gene-PA14_02150,40.67507099626285,33.22369416083388,0.29193235862496963,0.7263244588333672,cds-ABJ15129.1,PA14_02150,putative serine phosphatase
gene-PA14_02180,14.231542829881802,12.115203261920707,0.23227344165634675,0.5703469255035378,cds-ABJ15130.1,cheB,glutamate methylesterase
gene-PA14_02190,9.523576997768659,7.768409684505663,0.2938842169338778,0.8411236835508867,cds-ABJ15131.1,cheD,putative chemotaxis protein
gene-PA14_02200,50.76281071662097,48.13420140483951,0.0767095962879966,0.18269558998560248,cds-ABJ15132.1,cheR,putative chemotaxis protein methyltransferase
gene-PA14_02220,404.2102194240731,338.83083531264805,0.25454062308967673,1.1248561547303115,cds-ABJ15133.1,PA14_02220,putative chemotaxis transducer
gene-PA14_02230,39.59395386278101,28.361402072533863,0.4813512705479912,1.046617193588248,cds-ABJ15134.1,cheW,putative purine-binding chemotaxis protein
gene-PA14_02250,146.46049201556892,121.91513399515384,0.2646343184982043,1.3252686104736995,cds-ABJ15135.1,cheA,putative two-component sensor
gene-PA14_02260,125.02945598824635,93.9164895613539,0.41281762942366573,1.1025893241147247,cds-ABJ15136.1,cheY,putative two-component response regulator
gene-PA14_02270,176.70938758963828,151.07513362062093,0.2261124646663914,0.6855974120636369,cds-ABJ15137.1,PA14_02270,putative chemotaxis transducer
gene-PA14_02290,15.811296390708002,13.046381645049271,0.2773059015957277,0.3866404516738685,cds-ABJ15138.1,PA14_02290,putative transcriptional regulator%2C LysR family
