,dimA_light_mean_rpm,dimA_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_00730,19.329389923919763,25.55155927344271,-0.4026151996726838,2.4652374764443374,cds-ABJ15018.1,PA14_00730,conserved hypothetical protein
gene-PA14_00740,9.777044223955533,11.594439072925278,-0.2459627034654115,0.578866691788304,cds-ABJ15019.1,PA14_00740,putative lipoprotein
gene-PA14_00750,49.93754440596852,47.45208681011301,0.0736533440734315,0.1743296706881114,cds-ABJ15020.1,PA14_00750,putative aminopeptidase
gene-PA14_00760,57.46944388727538,51.99688741486471,0.14436981967495505,0.5426237508113024,cds-ABJ15021.1,PA14_00760,hypothetical protein
gene-PA14_00770,23.407690057006842,24.178433293263712,-0.04673818915010788,0.10902436249696151,cds-ABJ15022.1,PA14_00770,putative phosphatase
gene-PA14_00780,36.64426266511797,32.00061358874333,0.1954877580041454,1.0210962185514714,cds-ABJ15023.1,PA14_00780,putative carbonic anhydrases
gene-PA14_00790,499.477490189654,506.7048160421655,-0.02072587918603423,0.051822161641628194,cds-ABJ15024.1,prlC,oligopeptidase A
gene-PA14_00800,84.1447017058196,75.87710408425366,0.14920781181392972,1.2137433148713672,cds-ABJ15025.1,PA14_00800,putative nucleic-acid-binding protein
gene-PA14_00810,21.799758188957053,21.220574765402382,0.03884839657806126,0.17109215985946322,cds-ABJ15026.1,PA14_00810,putative DNA repair photolyase
gene-PA14_00820,169.4362773144413,163.9695290109763,0.04731505780034476,0.08464816363056753,cds-ABJ15027.1,PA14_00820,conserved hypothetical protein
gene-PA14_00830,51.55881811885513,49.84582327900844,0.04874656939087645,0.22337341990090415,cds-ABJ15028.1,PA14_00830,conserved hypothetical protein
gene-PA14_00850,8.603218948199862,8.914541049454515,-0.051283961019450104,0.11437469437649604,cds-ABJ15029.1,PA14_00850,putative permease
gene-PA14_00860,7.151440810041219,7.5294883088352345,-0.07431787545875675,0.10816366978250713,cds-ABJ15030.1,PA14_00860,putative ATP-binding component of ABC transporter
gene-PA14_00875,53.29565341347689,54.98893046484108,-0.04512334787600505,0.09274112772178053,cds-ABJ15671.1,ppkA,serine/threonine protein kinase PpkA
gene-PA14_00890,11.509312324263101,12.598497000914227,-0.13044997688383111,0.32087751042999746,cds-ABJ15031.1,PA14_00890,putative serine/threonine phosphoprotein phosphatase
gene-PA14_00900,14.265917362014227,16.877715693782527,-0.242547108722933,0.6683654786110907,cds-ABJ15032.1,PA14_00900,conserved hypothetical protein
gene-PA14_00910,54.627186058744236,62.16712388833798,-0.18653272074549973,0.5130994993551251,cds-ABJ15033.1,PA14_00910,conserved hypothetical protein
gene-PA14_00925,27.56781588252416,27.759105168895804,-0.009976090576511823,0.017965816529610698,cds-ABJ15641.1,PA14_00925,hypothetical protein
gene-PA14_00940,29.647347410666967,31.17785746047041,-0.07261875497523711,0.13497390638743056,cds-ABJ15034.1,PA14_00940,conserved hypothetical protein
gene-PA14_00960,10.950674593433739,10.965813632360485,-0.001993112793753394,0.005706806357457348,cds-ABJ15035.1,PA14_00960,putative lipoprotein
gene-PA14_00970,14.958476718275213,16.3303212717216,-0.12658989301781912,0.6442819840527365,cds-ABJ15036.1,PA14_00970,conserved hypothetical protein
gene-PA14_00980,44.185521589815075,51.50628600554759,-0.22117479222850156,0.7501156897176418,cds-ABJ15037.1,PA14_00980,conserved hypothetical protein
gene-PA14_00990,19.81426392614645,18.589151246664624,0.09207846566206698,0.15355345489193944,cds-ABJ15038.1,PA14_00990,conserved hypothetical protein
gene-PA14_01010,70.39084585300323,49.35533333903979,0.5121818169845923,1.3147783456981645,cds-ABJ15039.1,PA14_01010,conserved hypothetical protein
gene-PA14_01020,132.9825964180046,127.64614724155331,0.05908745683121449,0.11130001640399002,cds-ABJ15040.1,PA14_01020,conserved hypothetical protein
gene-PA14_01030,90.27215368721652,77.85291741516241,0.2135299199273044,0.29155920763410537,cds-ABJ15041.1,PA14_01030,conserved hypothetical protein
gene-PA14_01040,23.160452172152464,22.746329512558464,0.026029656152624522,0.02746973342725202,cds-ABJ15042.1,PA14_01040,putative secretion protein
gene-PA14_01060,5.887699850953179,7.099823124826282,-0.2700788879778618,0.2544240419050908,cds-ABJ15043.1,PA14_01060,conserved hypothetical protein
gene-PA14_01070,25.43994985462254,24.003995164323396,0.08382127690389636,0.11802041020819927,cds-ABJ15044.1,PA14_01070,conserved hypothetical protein
gene-PA14_01080,8.753803235529999,9.435721284579413,-0.10822282855405385,0.1289838201894749,cds-ABJ15045.1,PA14_01080,conserved hypothetical protein
gene-PA14_01100,97.69813263204912,81.59434794070286,0.25986176259592625,0.3741054376805885,cds-ABJ15046.1,clpB,putative ClpA/B-type chaperone
gene-PA14_01110,47.93178941719561,39.446602537984084,0.2810817407376596,0.37566612754405354,cds-ABJ15047.1,PA14_01110,hypothetical protein
gene-PA14_01120,10.431215192641597,10.537995311983458,-0.01469320513704608,0.03314103466167836,cds-ABJ15048.1,PA14_01120,hypothetical protein
gene-PA14_01130,18.405349613102512,16.187192569873073,0.18527234323172095,0.33598783714246333,cds-ABJ15049.1,PA14_01130,hypothetical protein
gene-PA14_01140,13.14922769758717,12.546676883752196,0.06767275628644868,0.08923337699779059,cds-ABJ15050.1,PA14_01140,conserved hypothetical protein
gene-PA14_01150,16.194146958328446,13.503134127084046,0.2621781443095211,0.8879342664473019,cds-ABJ15051.1,PA14_01150,hypothetical protein
gene-PA14_01160,81.75992850236,89.70785897822536,-0.1338404426625076,0.7551974157163591,cds-ABJ15052.1,PA14_01160,conserved hypothetical protein
gene-PA14_01170,7.584161173840389,7.9913366562621215,-0.07544719312362579,0.1225173999868534,cds-ABJ15053.1,PA14_01170,conserved hypothetical protein
gene-PA14_01180,20.19582060573364,17.721377294388425,0.18856601725287603,0.38288781491282775,cds-ABJ15054.1,PA14_01180,conserved hypothetical protein
gene-PA14_01190,11.758464768620867,12.208388101517238,-0.05417301485447173,0.10881285357484466,cds-ABJ15055.1,PA14_01190,Putative 3-oxoacyl-(acyl-carrier-protein) synthase
gene-PA14_01200,23.011728402560593,19.54816556549204,0.23533610061104557,0.6453350800641408,cds-ABJ15056.1,PA14_01200,hypothetical protein
gene-PA14_01220,40.09147373564239,31.228557673573334,0.3604294955712466,1.0324662898166284,cds-ABJ15057.1,PA14_01220,hypothetical protein
gene-PA14_01230,22.737627997379118,22.704331221654275,0.0021142177457991736,0.004263141960243507,cds-ABJ15058.1,PA14_01230,hypothetical protein
gene-PA14_01240,105.90183177545106,108.01027667294063,-0.028441040439890687,0.10410277035970202,cds-ABJ15059.1,PA14_01240,probable carbonic anhydrase
gene-PA14_01250,56.97774640686331,45.525184197337786,0.3237336960383989,0.9321650940357468,cds-ABJ15060.1,ychM,putative sulfate transporter
gene-PA14_01270,10.833009360412786,7.169607957284988,0.595467821483152,1.0499612800785671,cds-ABJ15061.1,PA14_01270,conserved hypothetical protein
gene-PA14_01290,23.941347326821244,35.514421867714034,-0.5689006235793219,1.2790757119396547,cds-ABJ15062.1,coxB,cytochrome c oxidase%2C subunit II
gene-PA14_01300,8.657249971950014,13.826994736403824,-0.6755067985694897,1.1555425924918932,cds-ABJ15063.1,coxA,cytochrome c oxidase%2C subunit I
gene-PA14_01310,3.6912910350544834,4.42509619420864,-0.26158321991320743,0.4525263971834841,cds-ABJ15064.1,coxG,putative cytochrome c oxidase assembly protein
gene-PA14_01320,6.41675232675082,7.9992299694050315,-0.31801775505891766,0.29253477506063524,cds-ABJ15065.1,coIII,cytochrome c oxidase%2C subunit III
gene-PA14_01330,58.62822488109786,124.58830692991069,-1.0875013695558533,1.75873558029694,cds-ABJ15066.1,PA14_01330,conserved hypothetical protein
gene-PA14_01340,4.970000677866367,5.470302390609196,-0.1383744926061731,0.2712121873354243,cds-ABJ15067.1,PA14_01340,conserved hypothetical protein
gene-PA14_01350,2.7549727448431356,2.342038069763141,0.23427336543635913,0.3501946538877808,cds-ABJ15068.1,PA14_01350,conserved hypothetical protein
gene-PA14_01360,2.73352032465839,2.6125707837264662,0.06528993642032775,0.07496429751923145,cds-ABJ15069.1,ctaA,putative cytochrome oxidase assembly protein
gene-PA14_01380,5.143425619979284,5.313056260002529,-0.04681243262338934,0.0840327860432493,cds-ABJ15070.1,ctaB,putative cytochrome c oxidase assembly factor
gene-PA14_01390,244.16073023168454,218.19073532103286,0.16224133676311778,0.9052056034663603,cds-ABJ15071.1,PA14_01390,putative Sco1/SenC family protein
gene-PA14_01400,32.369594048611255,28.013801865523664,0.2085014704548325,0.6610000869268381,cds-ABJ15072.1,elaA,putative acyltransferase
gene-PA14_01410,46.327736638863065,40.35753588125272,0.19903810275463402,0.6312931788450645,cds-ABJ15073.1,PA14_01410,putative transcriptional regulator
gene-PA14_01430,7.506648406462831,6.4733260149794845,0.2136616971954229,0.9961569954693823,cds-ABJ15074.1,PA14_01430,putative short chain dehydrogenase
gene-PA14_01440,15.337780183939659,14.772240543403463,0.054201032726771035,0.36944271810739826,cds-ABJ15075.1,PA14_01440,putative 2-hydroxychromene-2-carboxylate isomerase
gene-PA14_01460,19.790724098807075,20.069102189006188,-0.020151677710456953,0.05243769414191482,cds-ABJ15076.1,dctA,putative dicarboxylate transporter
gene-PA14_01470,14.915221940100013,20.531263894709287,-0.4610369524460936,1.1315080821606618,cds-ABJ15077.1,PA14_01470,putative transcriptional regulator
gene-PA14_01480,15.07838243111192,18.958929109670546,-0.3303957752538057,1.8448900400337724,cds-ABJ15078.1,PA14_01480,putative transcriptional regulator
gene-PA14_01490,1635.922085117033,2136.224603262556,-0.3849593020688565,0.7604764476165112,cds-ABJ15079.1,PA14_01490,putative hemolysin
gene-PA14_01500,27.391233383502453,22.279821368524978,0.29797654391748335,1.003145226522841,cds-ABJ15080.1,PA14_01500,putative transcriptional regulator
gene-PA14_01510,7.713494556660094,6.650804918479999,0.213855609210415,0.7303825516537346,cds-ABJ15081.1,PA14_01510,putative plasmid stabilisation system protein
gene-PA14_01520,4.745480963693744,5.219920574560226,-0.1374734945495039,0.24792218886950373,cds-ABJ15082.1,PA14_01520,putative transcriptional regulator
gene-PA14_01540,51.8174493440955,57.27704339951,-0.1445190169887341,0.7824281069741382,cds-ABJ15083.1,PA14_01540,hypothetical protein
gene-PA14_01550,20.089651738705545,22.507258615622863,-0.1639377797207866,0.6865169067267755,cds-ABJ15084.1,PA14_01550,putative lipoprotein
gene-PA14_01560,44.18912249289745,38.355545735646125,0.20425608549054947,0.7296818321385141,cds-ABJ15085.1,phnA,putative alkylphosphonate uptake protein
gene-PA14_01580,185.11803291598662,107.19301208756467,0.7882345704023598,0.6832352911612041,cds-ABJ15086.1,gabP,gamma-aminobutyrate permease
gene-PA14_01600,539.0576870959679,297.88369461345025,0.8556905108701632,0.6968408672087444,cds-ABJ15087.1,mmsA,putative aldehyde dehydrogenase
gene-PA14_01610,42.18057964219985,29.546934277570923,0.5135704488929339,0.43486783472908763,cds-ABJ15088.1,PA14_01610,conserved hypothetical protein
gene-PA14_01620,288.84636895782984,186.96449019978334,0.6275380664870387,0.5587805496599597,cds-ABJ15089.1,aptA,beta-alanine--pyruvate transaminase
gene-PA14_01640,19.82418090049089,15.40736057388972,0.3636414870987373,1.9143141664749914,cds-ABJ15090.1,PA14_01640,putative transcriptional regulator%2C LysR family
gene-PA14_01660,18.612317237072293,40.86891814570007,-1.1347463011413785,2.873800945731851,cds-ABJ15091.1,guaD,putative guanine deaminase
gene-PA14_01670,5.27948844025743,6.470867795720824,-0.29356097308769985,0.8152989788988243,cds-ABJ15092.1,PA14_01670,putative ATP-binding component of ABC transporter
gene-PA14_01680,0.8611692195460501,1.433294283470566,-0.7349650803338835,0.6841910802353278,cds-ABJ15093.1,PA14_01680,putative permease of ABC transporter
gene-PA14_01690,2.653974253997631,3.127333049918238,-0.23677835706147746,0.383888880838111,cds-ABJ15094.1,PA14_01690,putative permease of ABC transporter
gene-PA14_01710,1625.5528005748438,2438.8229079829107,-0.5852545841335277,1.058255296533743,cds-ABJ15095.1,ahpC,alkyl hydroperoxide reductase subunit C
gene-PA14_01720,132.56495590921966,211.90554630806105,-0.6767218982962736,1.1314060695801145,cds-ABJ15096.1,ahpF,alkyl hydroperoxide reductase subunit F
gene-PA14_01730,877.9170948528981,1655.6943293566821,-0.9152797369847819,1.9752914865903624,cds-ABJ15097.1,PA14_01730,conserved hypothetical protein
gene-PA14_01750,40.29337212682953,43.047292826217436,-0.09537995915661888,0.282555483193921,cds-ABJ15098.1,PA14_01750,putative hydrolase
gene-PA14_01760,589.5867523367981,551.1102745132711,0.09736308399910094,0.33754485826757036,cds-ABJ15099.1,nuh,nonspecific ribonucleoside hydrolase
gene-PA14_01770,15.39743052020846,16.28385917646251,-0.08075302353545032,0.14505694555497223,cds-ABJ15100.1,PA14_01770,putative nucleoside-binding outer membrane protein
gene-PA14_01780,66.25637699384833,68.68248692593012,-0.05188296091575487,0.09689619972308391,cds-ABJ15101.1,PA14_01780,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01790,30.026952131921007,35.087654498774434,-0.2247054573042958,0.9693307306520222,cds-ABJ15102.1,PA14_01790,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01800,2.933477609412483,3.173474603331993,-0.11345125486451654,0.19029185253811368,cds-ABJ15103.1,PA14_01800,putative basic membrane protein (bmp)
gene-PA14_01810,21.38611045217159,27.013838469343444,-0.33702450780930276,1.2292124886416294,cds-ABJ15104.1,PA14_01810,putative dioxygenase
gene-PA14_01830,76.99370528798559,65.49017474876884,0.23346201527056215,0.5569485671769604,cds-ABJ15105.1,add,putative adenosine deaminase
gene-PA14_01840,4.724923293032244,5.143826059850391,-0.12255090885430717,0.21886609634108556,cds-ABJ15106.1,PA14_01840,putative sigma-70 factor%2C ECF subfamily
gene-PA14_01860,8.03157640772524,7.494255341459783,0.09989802739878226,0.28172776922438336,cds-ABJ15107.1,PA14_01860,putative transmembrane sensor
gene-PA14_01870,8.019781894421325,6.764825511283628,0.24551022369784728,0.39306366563665834,cds-ABJ15108.1,PA14_01870,putative TonB-dependent receptor
gene-PA14_01890,18.04528233591388,18.03317474080194,0.0009683100600080724,0.0020475819810882663,cds-ABJ15109.1,pcaQ,transcriptional regulator PcaQ
gene-PA14_01900,12.388770622014276,10.394656284549557,0.2531909400298429,0.857886114430589,cds-ABJ15110.1,pcaH,protocatechuate 3%2C4-dioxygenase%2C beta subunit
gene-PA14_01910,9.560547647836286,8.91331169742642,0.10113168522024926,0.14223377768201004,cds-ABJ15111.1,pcaG,protocatechuate 3%2C4-dioxygenase%2C alpha subunit
gene-PA14_01930,37.84611414949984,32.67296098722951,0.21204796407898774,0.48132928432269717,cds-ABJ15112.1,pcaR,transcriptional regulator PcaR
gene-PA14_01940,128.64522972932642,119.65202489030695,0.10455314830278722,0.5845505297305762,cds-ABJ15113.1,PA14_01940,putative RND efflux membrane fusion protein precursor
gene-PA14_01960,106.64055983997237,101.36795467277925,0.07315461122463639,0.46905135029823514,cds-ABJ15114.1,PA14_01960,putative RND efflux membrane fusion protein precursor
gene-PA14_01970,420.65734818195637,361.79421809665376,0.21747619289084574,0.8279213623752856,cds-ABJ15115.1,PA14_01970,putative RND efflux transporter
gene-PA14_01980,70.21387629519548,73.93331129584668,-0.07446835089225069,0.47039737682439925,cds-ABJ15116.1,PA14_01980,putative transcriptional regulator%2C LysR family
gene-PA14_01990,7.002004717169814,14.102903874115533,-1.0101521413894847,1.7163426575063223,cds-ABJ15117.1,PA14_01990,hypothetical protein
gene-PA14_02010,5.522242611711405,8.38885258942277,-0.6032190745179853,0.8523263555241232,cds-ABJ15118.1,PA14_02010,hypothetical protein
gene-PA14_02020,60.56355767526125,64.78459645995008,-0.09720087241951118,0.21006557340271984,cds-ABJ15119.1,PA14_02020,putative outer membrane porin
gene-PA14_02030,22.61235643182958,22.673472549092143,-0.0038940201967429364,0.01568441453274045,cds-ABJ15120.1,PA14_02030,putative transcriptional regulator%2C AraC family
gene-PA14_02050,44.43312904838235,63.85003470571289,-0.5230516459648968,2.0177150414781493,cds-ABJ15121.1,PA14_02050,putative gamma-glutamyltranspeptidase
gene-PA14_02060,7.282612790739467,4.966986084966102,0.55208528168364,0.9669780006364458,cds-ABJ15122.1,PA14_02060,putative outer membrane protein
gene-PA14_02070,0.5956755367092477,0.7337636553949803,-0.30078797670508245,0.395244869238975,cds-ABJ15123.1,PA14_02070,putative xanthine/uracil permease
gene-PA14_02090,99.37335920040152,79.8414290348743,0.31572158570264774,0.9054988868166983,cds-ABJ15124.1,PA14_02090,putative transcriptional regulator%2C TetR family
gene-PA14_02100,67.55730593894198,61.161462983769546,0.14348887713020037,0.38185695112460966,cds-ABJ15125.1,PA14_02100,conserved hypothetical protein
gene-PA14_02110,39.96718367135114,34.84308781643924,0.19794342436524262,0.7346434374016105,cds-ABJ15126.1,PA14_02110,putative GGDEF domain
gene-PA14_02130,16.317821369623417,16.335112667795997,-0.0015279527336263302,0.0023919548365570736,cds-ABJ15127.1,PA14_02130,hypothetical protein
gene-PA14_02140,17.414898600358608,13.838971564383213,0.3315853032341763,1.134692421042478,cds-ABJ15128.1,PA14_02140,conserved hypothetical protein
gene-PA14_02150,34.46126362530411,26.879539639361365,0.35846715402787294,0.7011119427882084,cds-ABJ15129.1,PA14_02150,putative serine phosphatase
gene-PA14_02180,18.372089336923963,21.53637898810972,-0.22925998001072215,0.3156442378159743,cds-ABJ15130.1,cheB,glutamate methylesterase
gene-PA14_02190,13.684082175126278,14.201618381223907,-0.05355666578971356,0.07982731604834664,cds-ABJ15131.1,cheD,putative chemotaxis protein
gene-PA14_02200,71.135120270296,69.29583160691318,0.0377934391623871,0.05675877550930173,cds-ABJ15132.1,cheR,putative chemotaxis protein methyltransferase
gene-PA14_02220,525.4505149349549,571.8203909728951,-0.12200716397686553,0.2351978303096307,cds-ABJ15133.1,PA14_02220,putative chemotaxis transducer
gene-PA14_02230,41.34052629527508,44.69795399836479,-0.1126520352652481,0.19489418167070707,cds-ABJ15134.1,cheW,putative purine-binding chemotaxis protein
gene-PA14_02250,172.35933389332527,225.78694326367614,-0.38954262943447804,1.3621606626122278,cds-ABJ15135.1,cheA,putative two-component sensor
gene-PA14_02260,145.26153324184068,199.31856189937784,-0.4564233525570204,1.485187659618006,cds-ABJ15136.1,cheY,putative two-component response regulator
gene-PA14_02270,182.76530074111557,239.50622687208272,-0.3900709709175271,1.4258964781872154,cds-ABJ15137.1,PA14_02270,putative chemotaxis transducer
