,dimA_light_mean_rpm,bphP_light_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_00660,51.0751266165087,47.84894143712538,0.09413386494938046,0.40862814848638773,cds-ABJ15011.1,PA14_00660,putative RNA 2'-phosphotransferase
gene-PA14_00670,118.75750995642409,121.98972147843976,-0.038740845884353156,0.088872669893238,cds-ABJ15012.1,PA14_00670,conserved hypothetical protein
gene-PA14_00680,9.908118107426082,9.09014570522559,0.12430763147684086,0.3396547719054497,cds-ABJ15013.1,PA14_00680,putative transcriptional regulator%2C LysR family
gene-PA14_00690,43.63858578228332,43.498238392249824,0.004647372801702023,0.022021091316091722,cds-ABJ15014.1,PA14_00690,putative metallo-beta-lactamase
gene-PA14_00700,15.068540091884282,11.41616940068394,0.400460965918372,0.7061047096539116,cds-ABJ15015.1,PA14_00700,putative protein-disulfide isomerase
gene-PA14_00710,120.74664769763473,11.889386106220158,3.34423687973126,2.2791447788992376,cds-ABJ15016.1,osmC,osmotically inducible protein OsmC
gene-PA14_00720,86.03870834518399,41.03305189477175,1.0681993845007494,1.1826055195820917,cds-ABJ15017.1,PA14_00720,conserved hypothetical protein
gene-PA14_00730,19.329389923919763,16.17051384251613,0.25743056365891004,0.7500151522534932,cds-ABJ15018.1,PA14_00730,conserved hypothetical protein
gene-PA14_00740,9.777044223955533,7.2088118963051615,0.43963681339442656,0.9644224257293018,cds-ABJ15019.1,PA14_00740,putative lipoprotein
gene-PA14_00750,49.93754440596852,51.98837918677245,-0.05806429556703923,0.06749763069527297,cds-ABJ15020.1,PA14_00750,putative aminopeptidase
gene-PA14_00760,57.46944388727538,55.32211788686178,0.0549386996542129,0.10451547750660847,cds-ABJ15021.1,PA14_00760,hypothetical protein
gene-PA14_00770,23.407690057006842,24.38588928060508,-0.05906400939014463,0.060045765322391795,cds-ABJ15022.1,PA14_00770,putative phosphatase
gene-PA14_00780,36.64426266511797,40.86763691944498,-0.15737148491126415,0.5088214772532343,cds-ABJ15023.1,PA14_00780,putative carbonic anhydrases
gene-PA14_00790,499.477490189654,509.90066344615644,-0.029796553076435837,0.05424333332490324,cds-ABJ15024.1,prlC,oligopeptidase A
gene-PA14_00800,84.1447017058196,74.01798506897958,0.1849965674473541,0.7592037480496345,cds-ABJ15025.1,PA14_00800,putative nucleic-acid-binding protein
gene-PA14_00810,21.799758188957053,16.34412499595332,0.4155399641554673,0.7962320146192136,cds-ABJ15026.1,PA14_00810,putative DNA repair photolyase
gene-PA14_00820,169.4362773144413,210.49631270160293,-0.3130521623480664,0.4307589520039286,cds-ABJ15027.1,PA14_00820,conserved hypothetical protein
gene-PA14_00830,51.55881811885513,56.84820693561803,-0.14089564918682562,0.29226834087295495,cds-ABJ15028.1,PA14_00830,conserved hypothetical protein
gene-PA14_00850,8.603218948199862,9.04202421739639,-0.07176921809328349,0.05587088102045614,cds-ABJ15029.1,PA14_00850,putative permease
gene-PA14_00860,7.151440810041219,8.037736420384526,-0.16855530980768726,0.17208924216226817,cds-ABJ15030.1,PA14_00860,putative ATP-binding component of ABC transporter
gene-PA14_00875,53.29565341347689,64.02551331124916,-0.26462903198092425,0.4043366013565548,cds-ABJ15671.1,ppkA,serine/threonine protein kinase PpkA
gene-PA14_00890,11.509312324263101,16.06086430460227,-0.48074785601387554,0.7527665815016777,cds-ABJ15031.1,PA14_00890,putative serine/threonine phosphoprotein phosphatase
gene-PA14_00900,14.265917362014227,15.96602006723787,-0.1624321954716507,0.19507627262991695,cds-ABJ15032.1,PA14_00900,conserved hypothetical protein
gene-PA14_00910,54.627186058744236,63.17941805299267,-0.20983553511576028,0.2748493148002674,cds-ABJ15033.1,PA14_00910,conserved hypothetical protein
gene-PA14_00925,27.56781588252416,30.623575461332376,-0.15165775743187096,0.17097326095203894,cds-ABJ15641.1,PA14_00925,hypothetical protein
gene-PA14_00940,29.647347410666967,32.44938233803445,-0.1302879818693692,0.14198481630733337,cds-ABJ15034.1,PA14_00940,conserved hypothetical protein
gene-PA14_00960,10.950674593433739,11.64430049408081,-0.08860421959210404,0.11826650119166641,cds-ABJ15035.1,PA14_00960,putative lipoprotein
gene-PA14_00970,14.958476718275213,16.59688402294991,-0.1499491304126826,0.3471138815911295,cds-ABJ15036.1,PA14_00970,conserved hypothetical protein
gene-PA14_00980,44.185521589815075,42.16771973885667,0.06743470422215932,0.09914780403515569,cds-ABJ15037.1,PA14_00980,conserved hypothetical protein
gene-PA14_00990,19.81426392614645,18.1548947081366,0.1261808033719965,0.12154426687600851,cds-ABJ15038.1,PA14_00990,conserved hypothetical protein
gene-PA14_01010,70.39084585300323,79.50516150894062,-0.1756606987992158,0.4987371453198477,cds-ABJ15039.1,PA14_01010,conserved hypothetical protein
gene-PA14_01020,132.9825964180046,157.4190851922174,-0.24337300817341154,0.3727832218047667,cds-ABJ15040.1,PA14_01020,conserved hypothetical protein
gene-PA14_01030,90.27215368721652,122.33812909930639,-0.4385211812741416,0.8648029133109181,cds-ABJ15041.1,PA14_01030,conserved hypothetical protein
gene-PA14_01040,23.160452172152464,25.75102701918586,-0.15296654473466706,0.10893737627403731,cds-ABJ15042.1,PA14_01040,putative secretion protein
gene-PA14_01060,5.887699850953179,7.721704874926817,-0.39121522217590027,0.27198745100335875,cds-ABJ15043.1,PA14_01060,conserved hypothetical protein
gene-PA14_01070,25.43994985462254,28.756672725887057,-0.1768009248279558,0.1840816626107309,cds-ABJ15044.1,PA14_01070,conserved hypothetical protein
gene-PA14_01080,8.753803235529999,9.753912822315753,-0.15607110257387863,0.1357392036975272,cds-ABJ15045.1,PA14_01080,conserved hypothetical protein
gene-PA14_01100,97.69813263204912,116.04900350792711,-0.24833123948344468,0.3671554538837899,cds-ABJ15046.1,clpB,putative ClpA/B-type chaperone
gene-PA14_01110,47.93178941719561,49.203271841647926,-0.0377714514360539,0.04115465447998997,cds-ABJ15047.1,PA14_01110,hypothetical protein
gene-PA14_01120,10.431215192641597,9.60619590270179,0.11887008647949657,0.2533722083299812,cds-ABJ15048.1,PA14_01120,hypothetical protein
gene-PA14_01130,18.405349613102512,20.13562591745555,-0.12962515726887922,0.1425275718978606,cds-ABJ15049.1,PA14_01130,hypothetical protein
gene-PA14_01140,13.14922769758717,17.23555153015167,-0.39040936790355535,0.6093686670061758,cds-ABJ15050.1,PA14_01140,conserved hypothetical protein
gene-PA14_01150,16.194146958328446,20.248915764027554,-0.3223721650445858,1.3944787870095738,cds-ABJ15051.1,PA14_01150,hypothetical protein
gene-PA14_01160,81.75992850236,75.00359814531694,0.12443412520206179,0.7617221690485283,cds-ABJ15052.1,PA14_01160,conserved hypothetical protein
gene-PA14_01170,7.584161173840389,8.203301563768422,-0.11321502440680105,0.17159413046973052,cds-ABJ15053.1,PA14_01170,conserved hypothetical protein
gene-PA14_01180,20.19582060573364,19.741097701799564,0.03285455263683356,0.04091361248192583,cds-ABJ15054.1,PA14_01180,conserved hypothetical protein
gene-PA14_01190,11.758464768620867,12.120503315354375,-0.043749896579160265,0.05230015562224852,cds-ABJ15055.1,PA14_01190,Putative 3-oxoacyl-(acyl-carrier-protein) synthase
gene-PA14_01200,23.011728402560593,27.2961915835734,-0.24633031838479544,0.8112911710228388,cds-ABJ15056.1,PA14_01200,hypothetical protein
gene-PA14_01220,40.09147373564239,38.4526586029689,0.060212100148591546,0.13904480688524698,cds-ABJ15057.1,PA14_01220,hypothetical protein
gene-PA14_01230,22.737627997379118,22.888893186790494,-0.009565941978101958,0.012356990620681383,cds-ABJ15058.1,PA14_01230,hypothetical protein
gene-PA14_01240,105.90183177545106,99.4845638660989,0.09018294472432824,0.3942402813664516,cds-ABJ15059.1,PA14_01240,probable carbonic anhydrase
gene-PA14_01250,56.97774640686331,43.35679071033123,0.3941405802386535,0.8189178458419156,cds-ABJ15060.1,ychM,putative sulfate transporter
gene-PA14_01270,10.833009360412786,9.012938484052642,0.2653645927413803,0.37357144672981496,cds-ABJ15061.1,PA14_01270,conserved hypothetical protein
gene-PA14_01290,23.941347326821244,16.1021854277016,0.572247802436117,1.4668485624941543,cds-ABJ15062.1,coxB,cytochrome c oxidase%2C subunit II
gene-PA14_01300,8.657249971950014,6.592521230793821,0.3930784446347462,2.125653769514342,cds-ABJ15063.1,coxA,cytochrome c oxidase%2C subunit I
gene-PA14_01310,3.6912910350544834,1.6374262921569462,1.1726949595448937,3.0883123340163787,cds-ABJ15064.1,coxG,putative cytochrome c oxidase assembly protein
gene-PA14_01320,6.41675232675082,4.6992771935056945,0.44940433509919747,1.6628891860134802,cds-ABJ15065.1,coIII,cytochrome c oxidase%2C subunit III
gene-PA14_01330,58.62822488109786,49.39189400566204,0.24732107876859508,0.5042404383130178,cds-ABJ15066.1,PA14_01330,conserved hypothetical protein
gene-PA14_01340,4.970000677866367,3.944259057216558,0.3334916513079593,1.0173373163549468,cds-ABJ15067.1,PA14_01340,conserved hypothetical protein
gene-PA14_01350,2.7549727448431356,1.9566130366819412,0.49367934091160076,1.0865595854361172,cds-ABJ15068.1,PA14_01350,conserved hypothetical protein
gene-PA14_01360,2.73352032465839,1.8478148841017434,0.5649395780940333,1.6525699406091925,cds-ABJ15069.1,ctaA,putative cytochrome oxidase assembly protein
gene-PA14_01380,5.143425619979284,5.415188610242602,-0.07428202930861419,0.0539780468265243,cds-ABJ15070.1,ctaB,putative cytochrome c oxidase assembly factor
gene-PA14_01390,244.16073023168454,261.03776817196564,-0.0964273752822536,0.23326026530630936,cds-ABJ15071.1,PA14_01390,putative Sco1/SenC family protein
gene-PA14_01400,32.369594048611255,33.94925852505583,-0.06874079035552999,0.24064384515641957,cds-ABJ15072.1,elaA,putative acyltransferase
gene-PA14_01410,46.327736638863065,43.25173914904702,0.09911805349929188,0.11167277299441462,cds-ABJ15073.1,PA14_01410,putative transcriptional regulator
gene-PA14_01430,7.506648406462831,8.509082711338065,-0.18083467792493543,0.5320294224030048,cds-ABJ15074.1,PA14_01430,putative short chain dehydrogenase
gene-PA14_01440,15.337780183939659,14.09053200780675,0.12236360542895476,0.7102223551135118,cds-ABJ15075.1,PA14_01440,putative 2-hydroxychromene-2-carboxylate isomerase
gene-PA14_01460,19.790724098807075,15.182388734426338,0.38242557661723825,1.3816562053827586,cds-ABJ15076.1,dctA,putative dicarboxylate transporter
gene-PA14_01470,14.915221940100013,15.583091922077498,-0.0631960643477136,0.10905134319312923,cds-ABJ15077.1,PA14_01470,putative transcriptional regulator
gene-PA14_01480,15.07838243111192,13.903280751672945,0.11705630380547197,0.27715804628459006,cds-ABJ15078.1,PA14_01480,putative transcriptional regulator
gene-PA14_01490,1635.922085117033,1700.4851854330336,-0.05584239939923053,0.05950057329477579,cds-ABJ15079.1,PA14_01490,putative hemolysin
gene-PA14_01500,27.391233383502453,23.224114501901578,0.23809062887109084,0.44833574782130947,cds-ABJ15080.1,PA14_01500,putative transcriptional regulator
gene-PA14_01510,7.713494556660094,6.6700904510778125,0.20967825421404757,0.3981400987606311,cds-ABJ15081.1,PA14_01510,putative plasmid stabilisation system protein
gene-PA14_01520,4.745480963693744,5.187299587500339,-0.12842934918954463,0.2412572525380303,cds-ABJ15082.1,PA14_01520,putative transcriptional regulator
gene-PA14_01540,51.8174493440955,58.08210756884853,-0.16465579827995938,0.2967884794308298,cds-ABJ15083.1,PA14_01540,hypothetical protein
gene-PA14_01550,20.089651738705545,16.092377239337917,0.32007507083957565,1.428839963494194,cds-ABJ15084.1,PA14_01550,putative lipoprotein
gene-PA14_01560,44.18912249289745,63.371081159070435,-0.5201333354958966,1.3831025417392013,cds-ABJ15085.1,phnA,putative alkylphosphonate uptake protein
gene-PA14_01580,185.11803291598662,243.33878877237802,-0.3945208660199941,0.291616197866233,cds-ABJ15086.1,gabP,gamma-aminobutyrate permease
gene-PA14_01600,539.0576870959679,603.4835404908657,-0.16287475207239913,0.12137721079874128,cds-ABJ15087.1,mmsA,putative aldehyde dehydrogenase
gene-PA14_01610,42.18057964219985,51.845072505276846,-0.2976279499447181,0.17471394770671575,cds-ABJ15088.1,PA14_01610,conserved hypothetical protein
gene-PA14_01620,288.84636895782984,385.3971001779383,-0.41604335614452387,0.28208373540654996,cds-ABJ15089.1,aptA,beta-alanine--pyruvate transaminase
gene-PA14_01640,19.82418090049089,17.50919140677559,0.17914878642027574,0.6184525315312078,cds-ABJ15090.1,PA14_01640,putative transcriptional regulator%2C LysR family
gene-PA14_01660,18.612317237072293,17.25019299526613,0.10964517248573713,0.2513575073025519,cds-ABJ15091.1,guaD,putative guanine deaminase
gene-PA14_01670,5.27948844025743,4.636080070065471,0.18749261833174544,0.24073085480077844,cds-ABJ15092.1,PA14_01670,putative ATP-binding component of ABC transporter
gene-PA14_01680,0.8611692195460501,0.6925626793929491,0.3143516394130038,0.2826217328018906,cds-ABJ15093.1,PA14_01680,putative permease of ABC transporter
gene-PA14_01690,2.653974253997631,2.4985486561171557,0.08706402336816912,0.12825919885257903,cds-ABJ15094.1,PA14_01690,putative permease of ABC transporter
gene-PA14_01710,1625.5528005748438,1695.5679862438872,-0.06083821456992811,0.1465485849660566,cds-ABJ15095.1,ahpC,alkyl hydroperoxide reductase subunit C
gene-PA14_01720,132.56495590921966,120.68051490169512,0.13550668516960154,0.3893645196237051,cds-ABJ15096.1,ahpF,alkyl hydroperoxide reductase subunit F
gene-PA14_01730,877.9170948528981,786.7044695271555,0.15826292658207944,0.17780257372143454,cds-ABJ15097.1,PA14_01730,conserved hypothetical protein
gene-PA14_01750,40.29337212682953,42.12689748042236,-0.06419911908493846,0.15848513204444908,cds-ABJ15098.1,PA14_01750,putative hydrolase
gene-PA14_01760,589.5867523367981,566.0917966928129,0.058668090645645654,0.15561990801596914,cds-ABJ15099.1,nuh,nonspecific ribonucleoside hydrolase
gene-PA14_01770,15.39743052020846,16.454961248643542,-0.09583300387364833,0.16113975836027244,cds-ABJ15100.1,PA14_01770,putative nucleoside-binding outer membrane protein
gene-PA14_01780,66.25637699384833,56.202584812952004,0.23742282923383667,0.3102592788094816,cds-ABJ15101.1,PA14_01780,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01790,30.026952131921007,25.96670360701988,0.2095951538225133,0.3866634443584832,cds-ABJ15102.1,PA14_01790,putative nucleoside 2-deoxyribosyltransferase
gene-PA14_01800,2.933477609412483,2.8124267944463703,0.0607964114781154,0.08656075652231368,cds-ABJ15103.1,PA14_01800,putative basic membrane protein (bmp)
gene-PA14_01810,21.38611045217159,19.63207033149426,0.12346179015910601,0.384245906841918,cds-ABJ15104.1,PA14_01810,putative dioxygenase
gene-PA14_01830,76.99370528798559,75.560500263437,0.027108247560197026,0.03189948744792635,cds-ABJ15105.1,add,putative adenosine deaminase
gene-PA14_01840,4.724923293032244,3.9644563995012816,0.2531677814090926,0.2726368719321187,cds-ABJ15106.1,PA14_01840,putative sigma-70 factor%2C ECF subfamily
gene-PA14_01860,8.03157640772524,9.630600785687154,-0.26194258388626956,0.44279388195718505,cds-ABJ15107.1,PA14_01860,putative transmembrane sensor
gene-PA14_01870,8.019781894421325,11.69178175956131,-0.5438598331004684,0.6142337258685358,cds-ABJ15108.1,PA14_01870,putative TonB-dependent receptor
gene-PA14_01890,18.04528233591388,17.0781072560628,0.07947361872053435,0.17490475789829377,cds-ABJ15109.1,pcaQ,transcriptional regulator PcaQ
gene-PA14_01900,12.388770622014276,12.710760561488568,-0.037017323418094925,0.04559992442467608,cds-ABJ15110.1,pcaH,protocatechuate 3%2C4-dioxygenase%2C beta subunit
gene-PA14_01910,9.560547647836286,9.416874673488204,0.021844929114054015,0.020003769598946827,cds-ABJ15111.1,pcaG,protocatechuate 3%2C4-dioxygenase%2C alpha subunit
gene-PA14_01930,37.84611414949984,38.96310112513864,-0.04196332767979017,0.05737039323756439,cds-ABJ15112.1,pcaR,transcriptional regulator PcaR
gene-PA14_01940,128.64522972932642,112.72176612501625,0.19063183883715312,1.309415043988693,cds-ABJ15113.1,PA14_01940,putative RND efflux membrane fusion protein precursor
gene-PA14_01960,106.64055983997237,83.5252169704338,0.35247252477623187,1.3694916407903173,cds-ABJ15114.1,PA14_01960,putative RND efflux membrane fusion protein precursor
gene-PA14_01970,420.65734818195637,362.60386069768884,0.21425125958900348,0.644401469607183,cds-ABJ15115.1,PA14_01970,putative RND efflux transporter
gene-PA14_01980,70.21387629519548,59.41265308735527,0.24098595883265495,1.1460911478205957,cds-ABJ15116.1,PA14_01980,putative transcriptional regulator%2C LysR family
gene-PA14_01990,7.002004717169814,6.238287502462817,0.1666179612912299,0.9422985312088406,cds-ABJ15117.1,PA14_01990,hypothetical protein
gene-PA14_02010,5.522242611711405,4.2042987862441885,0.39338897709350656,0.4375017828207102,cds-ABJ15118.1,PA14_02010,hypothetical protein
gene-PA14_02020,60.56355767526125,88.03514789842662,-0.5396296681905964,1.1368053217530005,cds-ABJ15119.1,PA14_02020,putative outer membrane porin
gene-PA14_02030,22.61235643182958,23.200707369789722,-0.037057447647322356,0.07113084340074315,cds-ABJ15120.1,PA14_02030,putative transcriptional regulator%2C AraC family
gene-PA14_02050,44.43312904838235,41.98338829397275,0.08181713464218332,0.2228874071382145,cds-ABJ15121.1,PA14_02050,putative gamma-glutamyltranspeptidase
gene-PA14_02060,7.282612790739467,9.643439817178205,-0.405091651586769,0.5193536969481192,cds-ABJ15122.1,PA14_02060,putative outer membrane protein
gene-PA14_02070,0.5956755367092477,0.3891573660907272,0.6141715677832758,1.266121786425797,cds-ABJ15123.1,PA14_02070,putative xanthine/uracil permease
gene-PA14_02090,99.37335920040152,109.12273658381753,-0.13502068880607035,0.2021396027452759,cds-ABJ15124.1,PA14_02090,putative transcriptional regulator%2C TetR family
gene-PA14_02100,67.55730593894198,65.68055562138203,0.040645464986691325,0.09042165144628996,cds-ABJ15125.1,PA14_02100,conserved hypothetical protein
gene-PA14_02110,39.96718367135114,43.62488597244808,-0.12633544154988557,0.905654915069189,cds-ABJ15126.1,PA14_02110,putative GGDEF domain
gene-PA14_02130,16.317821369623417,18.492905999568556,-0.18052348500194554,0.22153534565768812,cds-ABJ15127.1,PA14_02130,hypothetical protein
gene-PA14_02140,17.414898600358608,23.04602904412531,-0.4041960918558605,0.6177715083436057,cds-ABJ15128.1,PA14_02140,conserved hypothetical protein
gene-PA14_02150,34.46126362530411,40.67507099626285,-0.23916925343196085,0.4497027531909686,cds-ABJ15129.1,PA14_02150,putative serine phosphatase
gene-PA14_02180,18.372089336923963,14.231542829881802,0.36842360599003243,0.811117828138949,cds-ABJ15130.1,cheB,glutamate methylesterase
gene-PA14_02190,13.684082175126278,9.523576997768659,0.5229231719366275,1.2396505641319668,cds-ABJ15131.1,cheD,putative chemotaxis protein
gene-PA14_02200,71.135120270296,50.76281071662097,0.4867900495405446,1.1258057131876684,cds-ABJ15132.1,cheR,putative chemotaxis protein methyltransferase
gene-PA14_02220,525.4505149349549,404.2102194240731,0.378449104695734,1.4864076623022484,cds-ABJ15133.1,PA14_02220,putative chemotaxis transducer
gene-PA14_02230,41.34052629527508,39.59395386278101,0.06227661120432559,0.1085609455805331,cds-ABJ15134.1,cheW,putative purine-binding chemotaxis protein
gene-PA14_02250,172.35933389332527,146.46049201556892,0.2349078788596857,1.738567001495678,cds-ABJ15135.1,cheA,putative two-component sensor
gene-PA14_02260,145.26153324184068,125.02945598824635,0.2163846882088933,0.6481994087578726,cds-ABJ15136.1,cheY,putative two-component response regulator
gene-PA14_02270,182.76530074111557,176.70938758963828,0.048613506120780504,0.22751969651847173,cds-ABJ15137.1,PA14_02270,putative chemotaxis transducer
